Wavelength,Intensity
381.3447827,1468.393594
381.5511408,1396.714688
381.7574881,1517.544844
381.9638245,1449.961875
382.1701502,1445.865938
382.3764649,1499.113125
382.5827689,1525.736719
382.789062,1462.249688
382.9953443,1499.113125
383.2016157,1486.825313
383.4078763,1365.995156
383.6141261,1486.825313
383.8203649,1486.825313
384.026593,1433.578125
384.2328101,1484.777344
384.4390165,1527.784688
384.6452119,1452.009844
384.8513965,1507.305
385.0575702,1503.209063
385.263733,1503.209063
385.469885,1437.674063
385.6760261,1484.777344
385.8821563,1349.611406
386.0882757,1468.393594
386.2943841,1447.913906
386.5004817,1525.736719
386.7065684,1499.113125
386.9126441,1423.338281
387.118709,1468.393594
387.324763,1515.496875
387.5308061,1466.345625
387.7368383,1425.38625
387.9428596,1462.249688
388.14887,1462.249688
388.3548694,1468.393594
388.560858,1382.378906
388.7668356,1429.482188
388.9728024,1437.674063
389.1787582,1427.434219
389.384703,1505.257031
389.590637,1435.626094
389.79656,1505.257031
390.0024721,1415.146406
390.2083733,1441.77
390.4142635,1480.681406
390.6201428,1490.92125
390.8260111,1521.640781
391.0318685,1472.489531
391.237715,1458.15375
391.4435505,1490.92125
391.6493751,1447.913906
391.8551887,1478.633438
392.0609913,1462.249688
392.266783,1447.913906
392.4725637,1449.961875
392.6783335,1380.330938
392.8840923,1470.441563
393.0898401,1474.5375
393.2955769,1439.722031
393.5013028,1445.865938
393.7070177,1458.15375
393.9127216,1466.345625
394.1184145,1495.017188
394.3240965,1398.762656
394.5297674,1429.482188
394.7354274,1378.282969
394.9410764,1456.105781
395.1467143,1542.120469
395.3523413,1443.817969
395.5579573,1374.187031
395.7635622,1427.434219
395.9691562,1435.626094
396.1747392,1431.530156
396.3803111,1404.906563
396.585872,1406.954531
396.7914219,1398.762656
396.9969608,1441.77
397.2024887,1470.441563
397.4080055,1474.5375
397.6135113,1486.825313
397.8190061,1492.969219
398.0244899,1411.050469
398.2299626,1437.674063
398.4354243,1480.681406
398.6408749,1411.050469
398.8463145,1419.242344
399.0517431,1464.297656
399.2571606,1433.578125
399.462567,1456.105781
399.6679624,1439.722031
399.8733467,1462.249688
400.07872,1454.057813
400.2840822,1452.009844
400.4894334,1495.017188
400.6947735,1454.057813
400.9001025,1519.592813
401.1054204,1423.338281
401.3107273,1423.338281
401.5160231,1443.817969
401.7213078,1425.38625
401.9265814,1445.865938
402.131844,1515.496875
402.3370954,1433.578125
402.5423358,1466.345625
402.7475651,1488.873281
402.9527832,1437.674063
403.1579903,1419.242344
403.3631863,1415.146406
403.5683712,1447.913906
403.7735449,1437.674063
403.9787076,1472.489531
404.1838591,1449.961875
404.3889996,1495.017188
404.5941289,1454.057813
404.7992471,1505.257031
405.0043542,1519.592813
405.2094501,1447.913906
405.4145349,1443.817969
405.6196086,1472.489531
405.8246712,1484.777344
406.0297226,1503.209063
406.2347629,1437.674063
406.4397921,1515.496875
406.6448101,1503.209063
406.8498169,1452.009844
407.0548127,1429.482188
407.2597972,1468.393594
407.4647706,1462.249688
407.6697329,1507.305
407.874684,1452.009844
408.0796239,1466.345625
408.2845527,1474.5375
408.4894703,1482.729375
408.6943767,1478.633438
408.899272,1419.242344
409.1041561,1490.92125
409.309029,1433.578125
409.5138907,1499.113125
409.7187413,1368.043125
409.9235806,1488.873281
410.1284088,1540.0725
410.3332258,1474.5375
410.5380316,1431.530156
410.7428262,1535.976563
410.9476096,1400.810625
411.1523818,1490.92125
411.3571428,1347.563438
411.5618926,1396.714688
411.7666312,1376.235
411.9713586,1433.578125
412.1760748,1423.338281
412.3807797,1411.050469
412.5854734,1411.050469
412.7901559,1490.92125
412.9948272,1454.057813
413.1994873,1452.009844
413.4041361,1466.345625
