Wavelength,Intensity
178.634,14.33578125
178.84954464338398,33930.74625
179.06508097179213,1251.30890625
179.28060898260847,1257.4528125
179.4961286732171,1290.2203125
179.71164004100208,1380.3309375
179.92714308334766,1361.89921875
180.14263779763783,1351.659375
180.35812418125667,1355.7553125
180.57360223158835,1388.5228125
180.78907194601697,1365.99515625
181.00453332192663,1318.891875
181.21998635670136,1294.31625
181.43543104772536,1433.578125
181.65086739238262,1374.18703125
181.86629538805735,1386.47484375
182.08171503213362,1386.47484375
182.2971263219955,1318.891875
182.51252925502712,1394.66671875
182.72792382861257,1400.810625
182.943310040136,1361.89921875
183.15868788698143,1304.55609375
183.37405736653298,1386.47484375
183.5894184761748,1435.62609375
183.804771213291,1353.70734375
184.0201155752656,1357.80328125
184.23545155948275,1306.6040625
184.4507791633266,1423.33828125
184.66609838418117,1394.66671875
184.8814092194306,1341.41953125
185.096711666459,1415.14640625
185.31200572265044,1370.09109375
185.52729138538905,1368.043125
185.7425686520589,1363.9471875
185.95783752004417,1394.66671875
186.17309798672886,1423.33828125
186.38835004949715,1411.05046875
186.60359370573312,1441.77
186.81882895282084,1351.659375
187.0340557881444,1357.80328125
187.249274209088,1437.6740625
187.46448421303563,1392.61875
187.6796857973715,1437.6740625
187.8948789594796,1363.9471875
188.1100636967441,1304.55609375
188.3252400065491,1351.659375
188.5404078862787,1392.61875
188.75556733331698,1423.33828125
188.97071834504806,1310.7
189.185860918856,1394.66671875
189.400995052125,1279.98046875
189.61612074223905,1370.09109375
189.83123798658232,1370.09109375
190.0463467825389,1400.810625
190.26144712749286,1351.659375
190.47653901882836,1357.80328125
190.69162245392948,1363.9471875
190.90669743018026,1386.47484375
191.12176394496487,1365.99515625
191.33682199566746,1386.47484375
191.551871579672,1341.41953125
191.76691269436265,1396.7146875
191.98194533712356,1374.18703125
192.1969695053388,1433.578125
192.41198519639244,1298.4121875
192.6269924076686,1353.70734375
192.8419911365514,1429.4821875
193.056981380425,1331.1796875
193.27196313667332,1298.4121875
193.48693640268064,1357.80328125
193.70190117583098,1370.09109375
193.91685745350847,1382.37890625
194.13180523309723,1349.61140625
194.34674451198129,1368.043125
194.56167528754477,1361.89921875
194.77659755717187,1384.426875
194.9915113182466,1421.2903125
195.20641656815306,1343.4675
195.42131330427537,1353.70734375
195.63620152399764,1380.3309375
195.85108122470402,1359.85125
196.06595240377848,1368.043125
196.28081505860524,1388.5228125
196.49566918656836,1337.32359375
196.71051478505194,1435.62609375
196.92535185144013,1347.5634375
197.14018038311696,1402.85859375
197.35500037746652,1394.66671875
197.56981183187298,1421.2903125
197.78461474372045,1359.85125
197.999409110393,1329.13171875
198.21419492927467,1341.41953125
198.4289721977497,1368.043125
198.64374091320207,1347.5634375
198.85850107301593,1353.70734375
199.07325267457537,1320.93984375
199.28799571526451,1331.1796875
199.50273019246742,1427.43421875
199.71745610356825,1376.235
199.93217344595107,1365.99515625
200.14688221699998,1347.5634375
200.36158241409908,1437.6740625
200.57627403463255,1441.77
200.79095707598435,1320.93984375
201.00563153553867,1427.43421875
201.22029741067962,1335.275625
201.43495469879127,1294.31625
201.64960339725772,1400.810625
201.86424350346311,1345.51546875
202.07887501479146,1349.61140625
202.29349792862698,1388.5228125
202.50811224235372,1400.810625
202.72271795335575,1304.55609375
202.93731505901724,1320.93984375
