Wavelength,Intensity
178.634,14.33578125
178.84954464338398,33930.74625
179.06508097179213,1333.22765625
179.28060898260847,1226.73328125
179.4961286732171,1265.6446875
179.71164004100208,1380.3309375
179.92714308334766,1353.70734375
180.14263779763783,1327.08375
180.35812418125667,1427.43421875
180.57360223158835,1388.5228125
180.78907194601697,1322.9878125
181.00453332192663,1380.3309375
181.21998635670136,1445.8659375
181.43543104772536,1392.61875
181.65086739238262,1398.76265625
181.86629538805735,1331.1796875
182.08171503213362,1339.3715625
182.2971263219955,1265.6446875
182.51252925502712,1339.3715625
182.72792382861257,1368.043125
182.943310040136,1343.4675
183.15868788698143,1368.043125
183.37405736653298,1351.659375
183.5894184761748,1394.66671875
183.804771213291,1368.043125
184.0201155752656,1322.9878125
184.23545155948275,1355.7553125
184.4507791633266,1433.578125
184.66609838418117,1316.84390625
184.8814092194306,1357.80328125
185.096711666459,1347.5634375
185.31200572265044,1365.99515625
185.52729138538905,1380.3309375
185.7425686520589,1359.85125
185.95783752004417,1425.38625
186.17309798672886,1370.09109375
186.38835004949715,1374.18703125
186.60359370573312,1372.1390625
186.81882895282084,1325.03578125
187.0340557881444,1359.85125
187.249274209088,1312.74796875
187.46448421303563,1337.32359375
187.6796857973715,1388.5228125
187.8948789594796,1370.09109375
188.1100636967441,1376.235
188.3252400065491,1388.5228125
188.5404078862787,1320.93984375
188.75556733331698,1351.659375
188.97071834504806,1308.65203125
189.185860918856,1398.76265625
189.400995052125,1304.55609375
189.61612074223905,1368.043125
189.83123798658232,1365.99515625
190.0463467825389,1318.891875
190.26144712749286,1302.508125
190.47653901882836,1400.810625
190.69162245392948,1380.3309375
190.90669743018026,1325.03578125
191.12176394496487,1394.66671875
191.33682199566746,1357.80328125
191.551871579672,1404.9065625
191.76691269436265,1370.09109375
191.98194533712356,1384.426875
192.1969695053388,1388.5228125
192.41198519639244,1386.47484375
192.6269924076686,1374.18703125
192.8419911365514,1396.7146875
193.056981380425,1351.659375
193.27196313667332,1423.33828125
193.48693640268064,1361.89921875
193.70190117583098,1363.9471875
193.91685745350847,1368.043125
194.13180523309723,1335.275625
194.34674451198129,1292.26828125
194.56167528754477,1347.5634375
194.77659755717187,1353.70734375
194.9915113182466,1464.29765625
195.20641656815306,1365.99515625
195.42131330427537,1404.9065625
195.63620152399764,1372.1390625
195.85108122470402,1417.194375
196.06595240377848,1427.43421875
196.28081505860524,1353.70734375
196.49566918656836,1355.7553125
196.71051478505194,1372.1390625
196.92535185144013,1380.3309375
197.14018038311696,1374.18703125
197.35500037746652,1361.89921875
197.56981183187298,1458.15375
197.78461474372045,1304.55609375
197.999409110393,1351.659375
198.21419492927467,1402.85859375
198.4289721977497,1347.5634375
198.64374091320207,1327.08375
198.85850107301593,1310.7
199.07325267457537,1361.89921875
199.28799571526451,1294.31625
199.50273019246742,1333.22765625
199.71745610356825,1374.18703125
199.93217344595107,1400.810625
200.14688221699998,1384.426875
200.36158241409908,1413.0984375
200.57627403463255,1314.7959375
200.79095707598435,1370.09109375
201.00563153553867,1380.3309375
201.22029741067962,1380.3309375
201.43495469879127,1331.1796875
201.64960339725772,1400.810625
201.86424350346311,1378.28296875
202.07887501479146,1361.89921875
202.29349792862698,1327.08375
202.50811224235372,1404.9065625
202.72271795335575,1316.84390625
202.93731505901724,1327.08375
